platform,channel_name,channel_display_name,channel_id,hours_watched,peak_viewers,average_viewers,airtime_in_m,followers_gain,live_views,last_streamed_game,avatar_url,channel_country,stream_language,partnership_status,channel_type,start_date,end_date,year,week_number,rank_within_week
twitch,cohhcarnage,CohhCarnage,26610234,871127,29527,15419,3390,6330,,Kingdom Come: Deliverance II,https://static-cdn.jtvnw.net/jtv_user_pictures/148c3b8a-a78b-4139-a429-7d3d90ce8a27-profile_image-300x300.png,US,en,partner,Male,2025-02-03,2025-02-09,2025,6,26
twitch,blastdota,BLASTDota,182144638,861652,40090,18869,2740,16335,2769209,Dota 2,https://static-cdn.jtvnw.net/jtv_user_pictures/4fbab3d9-1f27-45db-a716-6b2330fb4b46-profile_image-300x300.png,,en,partner,Organization,2025-02-03,2025-02-09,2025,6,27
twitch,k3soju,k3soju,128293484,840664,18328,12754,3955,1549,1617311,Teamfight Tactics,https://static-cdn.jtvnw.net/jtv_user_pictures/50e4e7b2-ae1c-43dd-ae3a-243de06a9034-profile_image-300x300.png,US,en,partner,Male,2025-02-03,2025-02-09,2025,6,28
twitch,dmitry_lixxx,Dmitry_Lixxx,188890121,834619,142378,20112,2490,17783,4185417,Counter-Strike,https://static-cdn.jtvnw.net/jtv_user_pictures/338e8041-6289-4ba4-9029-d11f54153443-profile_image-300x300.png,RU,ru,partner,Male,2025-02-03,2025-02-09,2025,6,29
twitch,relog_pari_dota_ru,relog_pari_dota_ru,856294839,834146,55564,19362,2585,15426,3238634,Dota 2,https://static-cdn.jtvnw.net/jtv_user_pictures/a338882b-d113-44b8-8684-beacd31a4b4e-profile_image-300x300.png,RS,ru,partner,Organization,2025-02-03,2025-02-09,2025,6,30
twitch,hanjoudesu,はんじょう,524474488,827243,19987,11385,4360,3421,3240731,VALORANT,https://static-cdn.jtvnw.net/jtv_user_pictures/5c970817-82cf-4bc5-9949-248947ff1150-profile_image-300x300.png,JA,ja,partner,Male,2025-02-03,2025-02-09,2025,6,31
twitch,shlorox,Shlorox,40784764,791124,10575,4733,10030,1033,899236,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/shlorox-profile_image-4be72b9009ae00a8-300x300.png,ES,de,partner,Male,2025-02-03,2025-02-09,2025,6,32
twitch,yaritaiji,たいじ_たいちゃんねる,102631269,781396,24813,10791,4345,14857,2949510,Rocket League,https://static-cdn.jtvnw.net/jtv_user_pictures/cd38df56-e572-4a60-9b02-76db09d0acdd-profile_image-300x300.png,JA,ja,affilate,Male,2025-02-03,2025-02-09,2025,6,33
twitch,alanzoka,alanzoka,38244180,772424,27253,15982,2900,13547,2374326,Kingdom Come: Deliverance II,https://static-cdn.jtvnw.net/jtv_user_pictures/64d44235-1dee-4bca-95da-bee1ee96eea3-profile_image-300x300.png,BR,pt,partner,Male,2025-02-03,2025-02-09,2025,6,34
twitch,mixwell,Mixwell,96116107,767565,43575,19682,2340,2766,2053526,VALORANT,https://static-cdn.jtvnw.net/jtv_user_pictures/6d3b4513-6824-4912-848c-dc046ee262ad-profile_image-300x300.png,ES,es,partner,Male,2025-02-03,2025-02-09,2025,6,35
twitch,k4sen,k4sen,44525650,756984,28446,15636,2905,2246,2594492,FINAL FANTASY XIV ONLINE,https://static-cdn.jtvnw.net/jtv_user_pictures/794e906d-64d7-41ab-bb89-8fb159e4124b-profile_image-300x300.png,JA,ja,partner,Male,2025-02-03,2025-02-09,2025,6,36
twitch,paulinholokobr,PaulinhoLOKObr,531177917,709534,77697,44346,960,7416,2410853,Grand Theft Auto V,https://static-cdn.jtvnw.net/jtv_user_pictures/d96bbd7a-26e5-4c5e-b6a5-149d708a973b-profile_image-300x300.png,BR,pt,partner,Male,2025-02-03,2025-02-09,2025,6,37
twitch,loltyler1,loltyler1,51496027,708348,86057,19364,2195,4794,2881421,World of Warcraft,https://static-cdn.jtvnw.net/jtv_user_pictures/f3591dbe4ee3d94b-profile_image-300x300.png,US,en,partner,Male,2025-02-03,2025-02-09,2025,6,38
twitch,quin69,Quin69,56649026,703769,41458,11460,3685,4668,1637786,World of Warcraft,https://static-cdn.jtvnw.net/jtv_user_pictures/2f5addde-fd0d-4a10-82a9-ea91ebb17f8d-profile_image-300x300.png,NZ,en,partner,Male,2025-02-03,2025-02-09,2025,6,39
twitch,aminematue,aminematue,407388596,691678,54985,37055,1120,4116,2589328,Grand Theft Auto V,https://static-cdn.jtvnw.net/jtv_user_pictures/13e55cbe-a1b0-4f4c-b69b-2748274b9e48-profile_image-300x300.png,FR,fr,partner,Male,2025-02-03,2025-02-09,2025,6,40
twitch,moonmoon,MOONMOON,121059319,691432,20634,13625,3045,965,1301259,Kingdom Come: Deliverance II,https://static-cdn.jtvnw.net/jtv_user_pictures/3973e918fe7cc8c8-profile_image-300x300.png,US,en,partner,Male,2025-02-03,2025-02-09,2025,6,41
twitch,montanablack88,MontanaBlack88,45044816,645082,41370,23746,1630,7526,2956733,Rust,https://static-cdn.jtvnw.net/jtv_user_pictures/6f36c08a-6f7d-40f1-a9e8-12eee2ff0f93-profile_image-300x300.png,DE,de,partner,Male,2025-02-03,2025-02-09,2025,6,42
twitch,lacy,Lacy,494543675,634220,25953,14895,2555,8474,4899795,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/701f5110-3812-42e0-8659-42dd8cf66e07-profile_image-300x300.png,US,en,partner,Male,2025-02-03,2025-02-09,2025,6,43
twitch,tumblurr,Tumblurr,77827128,630902,203001,87021,435,5672,2758412,Kings League,https://static-cdn.jtvnw.net/jtv_user_pictures/76689ba7-8a3a-4369-bb9b-6ec7c54e4648-profile_image-300x300.png,IT,it,partner,Male,2025-02-03,2025-02-09,2025,6,44
twitch,stableronaldo,stableronaldo,246450563,617514,34132,18760,1975,7670,2797393,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/9aea787b-a758-4ffa-b4b0-b8c3e75f6231-profile_image-300x300.png,US,en,partner,Male,2025-02-03,2025-02-09,2025,6,45
twitch,kamet0,Kamet0,27115917,611950,102115,17868,2055,1936,1999313,League of Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/9e12862d-a8d0-4df2-81aa-e2241022dc98-profile_image-300x300.jpg,FR,fr,partner,Male,2025-02-03,2025-02-09,2025,6,46
twitch,bratishkinoff,bratishkinoff,99899949,608148,57051,19778,1845,15442,2781660,Counter-Strike,https://static-cdn.jtvnw.net/jtv_user_pictures/ababebac-f06f-40e7-b19c-2436b9311c1a-profile_image-300x300.png,RU,ru,partner,Male,2025-02-03,2025-02-09,2025,6,47
twitch,thebausffs,Thebausffs,93869876,604345,28827,16867,2150,6736,1896244,League of Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/04c65db8-ef62-4fb5-8cff-09f0521de151-profile_image-300x300.png,SE,en,partner,Male,2025-02-03,2025-02-09,2025,6,48
twitch,agraelus,Agraelus,36620767,601482,23391,9423,3830,4971,1284663,Kingdom Come: Deliverance II,https://static-cdn.jtvnw.net/jtv_user_pictures/ea3d506d-0339-40e7-ae44-eb104d5a546b-profile_image-300x300.png,CZ,cs,partner,Male,2025-02-03,2025-02-09,2025,6,49
twitch,baiano,Baiano,140772558,593975,35187,3576,9970,858,902774,League of Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/05396d4d-7af0-4b9b-8c7e-c03563b4d448-profile_image-300x300.png,BR,pt,partner,Male,2025-02-03,2025-02-09,2025,6,50
twitch,noway4u_sir,NoWay4u_Sir,85397463,591418,17366,10987,3230,795,1314885,League of Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/9e619d88755f56a8-profile_image-300x300.png,DE,de,partner,Male,2025-02-03,2025-02-09,2025,6,51
twitch,junin,Junin,138319652,586801,13547,5859,6010,17576,689115,Rust,https://static-cdn.jtvnw.net/jtv_user_pictures/ad366a5e-413c-4e36-96e8-6c04c8f4fcea-profile_image-300x300.png,BR,pt,partner,Male,2025-02-03,2025-02-09,2025,6,52
twitch,tck10,TcK10,499928989,578810,45028,14381,2415,6679,1443377,VALORANT,https://static-cdn.jtvnw.net/jtv_user_pictures/4e24a619-4154-4d58-b8af-fc4dad46d521-profile_image-300x300.png,BR,pt,partner,Male,2025-02-03,2025-02-09,2025,6,53
twitch,otplol_,otplol_,622498423,573874,45065,3446,9995,780,1176910,League of Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/a58575dc-6414-45f7-a2da-a1ea2bed2e1f-profile_image-300x300.png,FR,fr,partner,Organization,2025-02-03,2025-02-09,2025,6,54
twitch,fanum,Fanum,139251406,572501,25649,15830,2170,20135,3242582,Grand Theft Auto V,https://static-cdn.jtvnw.net/jtv_user_pictures/730415ce-12c3-455f-8218-dfff65238c5b-profile_image-300x300.png,US,en,partner,Male,2025-02-03,2025-02-09,2025,6,55
twitch,aztecross,Aztecross,50881182,569910,31015,8871,3855,7806,1699874,Destiny 2,https://static-cdn.jtvnw.net/jtv_user_pictures/4a3fe6fd-c398-48d6-9999-df2bff4b6a2a-profile_image-300x300.png,US,en,partner,Male,2025-02-03,2025-02-09,2025,6,56
twitch,winnie,winnie,201686998,562971,13391,6392,5285,17065,529745,Rust,https://static-cdn.jtvnw.net/jtv_user_pictures/47d04d0e-edc1-46ab-90e8-ffbd1e364311-profile_image-300x300.png,US,en,partner,Male,2025-02-03,2025-02-09,2025,6,57
twitch,lirik,LIRIK,23161357,537760,27942,13529,2385,147,1386134,Kingdom Come: Deliverance II,https://static-cdn.jtvnw.net/jtv_user_pictures/38e925fc-0b07-4e1e-82e2-6639e01344f3-profile_image-300x300.png,US,en,partner,Male,2025-02-03,2025-02-09,2025,6,58
twitch,xqc,xQc,71092938,534902,86775,26415,1215,2534,1982310,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/xqc-profile_image-9298dca608632101-300x300.jpeg,CA,en,partner,Male,2025-02-03,2025-02-09,2025,6,59
twitch,schradin,SCHRADIN,656099497,523595,20409,11833,2655,12650,2068785,ELDEN RING,https://static-cdn.jtvnw.net/jtv_user_pictures/d17c00c3-92b2-47d7-821f-79ba51b24f40-profile_image-300x300.png,DE,de,partner,Male,2025-02-03,2025-02-09,2025,6,60
twitch,gabepeixe,gabepeixe,59799994,523113,41831,8956,3505,10030,2943939,Grand Theft Auto V,https://static-cdn.jtvnw.net/jtv_user_pictures/5bb6bc7d-4371-4f10-8827-7dc925f83230-profile_image-300x300.png,BR,pt,partner,Male,2025-02-03,2025-02-09,2025,6,61
twitch,rainbow6bravo,Rainbow6Bravo,246244003,521611,19031,7643,4095,17611,1063892,Tom Clancy's Rainbow Six Siege,https://static-cdn.jtvnw.net/jtv_user_pictures/79d22e41-0ad1-4ff1-a31f-529e4a72e559-profile_image-300x300.png,,en,partner,Organization,2025-02-03,2025-02-09,2025,6,62
twitch,trymacs,Trymacs,64342766,513626,22975,13143,2345,5134,1868422,Rust,https://static-cdn.jtvnw.net/jtv_user_pictures/22a56845-20d0-4e14-932e-0ec099b088eb-profile_image-300x300.png,DE,de,partner,Male,2025-02-03,2025-02-09,2025,6,63
twitch,xaryu,Xaryu,32085830,510899,28510,12214,2510,5097,1808876,World of Warcraft,https://static-cdn.jtvnw.net/jtv_user_pictures/b79e636b-26ad-49f8-8fd1-60a6e4cf9cca-profile_image-300x300.png,US,en,partner,Male,2025-02-03,2025-02-09,2025,6,64
twitch,jasontheween,jasontheween,107117952,507800,24843,13664,2230,7193,2402379,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/a04be2b0-9cc1-403c-a4b0-47b32d1fe640-profile_image-300x300.png,US,en,partner,Male,2025-02-03,2025-02-09,2025,6,65
twitch,yexom,Yexom,505227481,504273,15788,5522,5480,14156,695962,Rust,https://static-cdn.jtvnw.net/jtv_user_pictures/e102e1c1-ce97-48f5-943d-26195c740110-profile_image-300x300.png,AU,en,partner,Male,2025-02-03,2025-02-09,2025,6,66
twitch,emiru,Emiru,91067577,502251,55496,23093,1305,5149,1233476,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/c9f74581-c0e8-4638-8629-51dbfe401335-profile_image-300x300.png,US,en,partner,Female,2025-02-03,2025-02-09,2025,6,67
twitch,valorant_americas,VALORANT_Americas,598903130,495592,42099,22962,1295,12770,1552683,VALORANT,https://static-cdn.jtvnw.net/jtv_user_pictures/77443f41-cdd0-4432-807d-5fd6ee6adec6-profile_image-300x300.png,,en,partner,Organization,2025-02-03,2025-02-09,2025,6,68
twitch,knekro,knekro,152633332,476149,74102,11830,2415,1879,1316232,League of Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/5b73f4b998324548-profile_image-300x300.jpeg,ES,es,partner,Male,2025-02-03,2025-02-09,2025,6,69
twitch,evelone2004,evelone2004,738000896,473598,81268,43055,660,16923,2709446,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/4af340ba-8d13-44e8-9e72-14c4c86d1f20-profile_image-300x300.png,UA,ru,without status,Male,2025-02-03,2025-02-09,2025,6,70
twitch,mizkif,Mizkif,94753024,471733,28667,19725,1435,2743,2802359,World of Warcraft,https://static-cdn.jtvnw.net/jtv_user_pictures/ddd88d33-6c4f-424f-9246-5f4978c93148-profile_image-300x300.png,US,en,partner,Male,2025-02-03,2025-02-09,2025,6,71
twitch,stylishnoob4,stylishnoob4,50988750,467808,16056,9713,2890,213,1373900,FINAL FANTASY VII REBIRTH,https://static-cdn.jtvnw.net/jtv_user_pictures/stylishnoob4-profile_image-08271f11296c16df-300x300.png,JA,ja,partner,Male,2025-02-03,2025-02-09,2025,6,72
twitch,sasavot,sasavot,89132304,467469,31938,18393,1525,15408,2147540,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/c1372b44-c4c9-451d-867e-377b0d227756-profile_image-300x300.png,RU,ru,partner,Male,2025-02-03,2025-02-09,2025,6,73
twitch,gorgc,Gorgc,108268890,463990,18027,9838,2830,458,1186582,Dota 2,https://static-cdn.jtvnw.net/jtv_user_pictures/gorgc-profile_image-469e05d25a1e8594-300x300.jpeg,SE,en,partner,Male,2025-02-03,2025-02-09,2025,6,74
twitch,sacy,sacy,25116812,457363,33875,8497,3230,4475,1176582,VALORANT,https://static-cdn.jtvnw.net/jtv_user_pictures/5df0c5d3-9589-430f-82b7-72f51a25df4f-profile_image-300x300.png,BR,pt,partner,Male,2025-02-03,2025-02-09,2025,6,75
twitch,potatokai,PotatoKai,68474439,452664,13376,6244,4350,7566,524302,Rust,https://static-cdn.jtvnw.net/jtv_user_pictures/5659c434-89e8-4a65-8531-1231b83ecde4-profile_image-300x300.png,US,en,affilate,Male,2025-02-03,2025-02-09,2025,6,76
twitch,renatko,renatko,92848919,449351,41144,14266,1890,21243,2576542,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/801494b0-c3fc-4037-824e-9c659e6dfa7a-profile_image-300x300.png,GE,ru,partner,Male,2025-02-03,2025-02-09,2025,6,77
twitch,cs2_paragon_ru,cs2_paragon_ru,884930411,446965,51618,11920,2250,12695,1823293,Counter-Strike,https://static-cdn.jtvnw.net/jtv_user_pictures/194db487-8328-47c5-b860-0528f00148f6-profile_image-300x300.png,,ru,partner,Organization,2025-02-03,2025-02-09,2025,6,78
twitch,itsspoit,itsSpoit,144516280,446694,14456,5499,4875,16534,1375459,Tom Clancy's Rainbow Six Siege,https://static-cdn.jtvnw.net/jtv_user_pictures/ab47d74a-2aae-44ce-9026-0e26f234c373-profile_image-300x300.png,SE,en,partner,Male,2025-02-03,2025-02-09,2025,6,79
twitch,therealmarzaa,TheRealMarzaa,89600394,446533,47445,10466,2560,6659,1986187,Kings League,https://static-cdn.jtvnw.net/jtv_user_pictures/b9dd0e37-11f5-47a5-90be-605528949612-profile_image-300x300.png,IT,it,partner,Male,2025-02-03,2025-02-09,2025,6,80
twitch,locking,locking,648713158,444533,39022,8388,3180,29355,3838377,Grand Theft Auto V,https://static-cdn.jtvnw.net/jtv_user_pictures/1d9dfdda-7fc7-429e-832a-4880379925d8-profile_image-300x300.png,BR,pt,partner,Male,2025-02-03,2025-02-09,2025,6,81
twitch,izakooo,IzakOOO,36717908,441367,37085,11693,2265,1981,805147,Counter-Strike,https://static-cdn.jtvnw.net/jtv_user_pictures/fb0c5dab-f137-4860-a9df-0102056ec63d-profile_image-300x300.png,PL,pl,partner,Male,2025-02-03,2025-02-09,2025,6,82
twitch,lazvell,Lazvell,48677263,441108,30318,9018,2935,2093,2108158,VALORANT,https://static-cdn.jtvnw.net/jtv_user_pictures/85baa6dc-c2d9-4135-b6d0-dfb429d1230d-profile_image-300x300.png,JA,ja,partner,Male,2025-02-03,2025-02-09,2025,6,83
twitch,elajjaz,Elajjaz,26921830,436578,12651,8675,3020,659,826979,Kingdom Come: Deliverance II,https://static-cdn.jtvnw.net/jtv_user_pictures/e85bf53e-8e0a-4a35-824d-d2958293c3a6-profile_image-300x300.png,SE,en,partner,Male,2025-02-03,2025-02-09,2025,6,84
twitch,lord_kebun,Lord_Kebun,163836275,435057,17640,10787,2420,773,1179200,Grand Theft Auto V,https://static-cdn.jtvnw.net/jtv_user_pictures/be4e8251-2cd7-453c-8a83-41412cfa48dc-profile_image-300x300.png,US,en,partner,Male,2025-02-03,2025-02-09,2025,6,85
twitch,gronkh,GRONKH,12875057,434965,31962,21659,1205,1562,,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/gronkh-profile_image-76b34139eaa46bb5-300x300.png,DE,de,partner,Male,2025-02-03,2025-02-09,2025,6,86
twitch,razah,RazaH,68727743,431751,10489,5359,4835,2084,1106823,Tom Clancy's Rainbow Six Siege,https://static-cdn.jtvnw.net/jtv_user_pictures/f6888517-2345-4e91-abde-9b7940426410-profile_image-300x300.png,BR,pt,partner,Male,2025-02-03,2025-02-09,2025,6,87
twitch,recrent,Recrent,39154778,429701,26219,7629,3380,5280,2362884,Counter-Strike,https://static-cdn.jtvnw.net/jtv_user_pictures/8e9ae092-d343-4f47-a65a-26ce3d2da6ab-profile_image-300x300.png,RU,ru,partner,Male,2025-02-03,2025-02-09,2025,6,88
twitch,cellbit,Cellbit,28579002,425908,69393,27777,920,5058,1110822,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/0595cdd0-65a7-4fa3-996d-323cf3a54be1-profile_image-300x300.png,BR,pt,partner,Male,2025-02-03,2025-02-09,2025,6,89
twitch,yourragegaming,yourragegaming,36926489,422834,27183,19744,1285,4161,2399246,IRL,https://static-cdn.jtvnw.net/jtv_user_pictures/70c63d12-ecae-485c-9bca-3d3f3ad5782a-profile_image-300x300.png,US,en,partner,Male,2025-02-03,2025-02-09,2025,6,90
twitch,pietsmiet,PietSmiet,21991090,414081,10408,6626,3750,1759,1145960,Sid Meier's Civilization VII,https://static-cdn.jtvnw.net/jtv_user_pictures/f1518fb2-01a7-4414-b34d-e2842d20cbef-profile_image-300x300.png,DE,de,partner,Male,2025-02-03,2025-02-09,2025,6,91
twitch,necros,Necros,129625799,413737,12772,8276,3000,10923,1510604,Marvel Rivals,https://static-cdn.jtvnw.net/jtv_user_pictures/d129a627-ea3f-4188-af1e-c30e2a1725c9-profile_image-300x300.png,RS,en,partner,Male,2025-02-03,2025-02-09,2025,6,92
twitch,deepins02,deepins02,135385636,409992,33984,20848,1180,11893,1752183,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/cdf07484-4aa6-4114-a91f-7666ba8c796a-profile_image-300x300.png,RU,ru,partner,Male,2025-02-03,2025-02-09,2025,6,93
twitch,ziqoftw,Ziqoftw,20567961,403797,13676,6470,3745,4286,1360616,World of Warcraft,https://static-cdn.jtvnw.net/jtv_user_pictures/ziqoftw-profile_image-d4d7393232afa39e-300x300.png,SE,en,partner,Male,2025-02-03,2025-02-09,2025,6,94
twitch,streamingitaliaperte,StreamingItaliaPerTe,1230762724,396768,12661,4119,5780,2409,,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/8380cfe4-771a-47e4-a176-d94fffec3b55-profile_image-300x300.png,,en,affilate,,2025-02-03,2025-02-09,2025,6,95
twitch,tenz,TenZ,70225218,394134,26160,11182,2115,11877,2045835,VALORANT,https://static-cdn.jtvnw.net/jtv_user_pictures/dfb5c790-5ea6-4543-bc2b-0f5f79b1f959-profile_image-300x300.png,CA,en,partner,Male,2025-02-03,2025-02-09,2025,6,96
twitch,mrwobblestwitch,mrwobblestwitch,143293869,393668,11965,5804,4070,7044,400840,Rust,https://static-cdn.jtvnw.net/jtv_user_pictures/ed414c0a-e3e7-4f78-aa7f-37bc6ed319fe-profile_image-300x300.png,US,en,partner,Male,2025-02-03,2025-02-09,2025,6,97
twitch,eslcsb,ESLCSb,35936871,386111,50076,22064,1050,6177,2020432,Counter-Strike,https://static-cdn.jtvnw.net/jtv_user_pictures/88ebc32c-7684-4cbd-a4fe-c26997ad8875-profile_image-300x300.jpeg,,en,partner,Organization,2025-02-03,2025-02-09,2025,6,98
twitch,batora324,バトラ,93828097,384269,12573,6645,3470,1823,1158912,Super Mario 64,https://static-cdn.jtvnw.net/jtv_user_pictures/438af837-c6c1-4bd0-b292-fd35ccc06e29-profile_image-300x300.png,JA,ja,partner,Male,2025-02-03,2025-02-09,2025,6,99
twitch,youngmulti,YoungMulti,28141853,382684,26730,16343,1405,5826,1646220,Minecraft,https://static-cdn.jtvnw.net/jtv_user_pictures/1e14837c-b52e-421a-8c0e-1c983546600a-profile_image-300x300.jpeg,PL,pl,partner,Male,2025-02-03,2025-02-09,2025,6,100
twitch,zackrawrr,zackrawrr,552120296,2577239,86009,46931,3295,5628,3994933,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/a9ce83ba-c0bd-49cc-83bd-9d17647a211a-profile_image-300x300.png,US,en,partner,Male,2025-03-03,2025-03-09,2025,10,1
twitch,leb1ga,Leb1ga,125401117,2368679,52311,16114,8820,43890,9976738,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/8f2c9f02-17d4-4269-a629-00a72b1369c0-profile_image-300x300.png,UA,uk,partner,Male,2025-03-03,2025-03-09,2025,10,2
twitch,eslcs,ESLCS,31239503,1868157,71693,11683,9595,9476,6862162,Counter-Strike,https://static-cdn.jtvnw.net/jtv_user_pictures/c1ecbcd5-b8b6-4e0c-9d5f-e01d610aa97d-profile_image-300x300.png,DE,en,partner,Organization,2025-03-03,2025-03-09,2025,10,3
twitch,gaules,Gaules,181077473,1731603,55570,10411,9980,5219,3872998,Counter-Strike,https://static-cdn.jtvnw.net/jtv_user_pictures/ea0fe422-84bd-4aee-9d10-fd4b0b3a7054-profile_image-300x300.png,BR,pt,partner,Male,2025-03-03,2025-03-09,2025,10,4
twitch,echo_esports,Echo_Esports,558530984,1697744,40878,10162,10025,6683,3539533,World of Warcraft,https://static-cdn.jtvnw.net/jtv_user_pictures/8624df5f-1602-4252-a47b-7a1eaa4064c2-profile_image-300x300.png,,en,partner,Organization,2025-03-03,2025-03-09,2025,10,5
twitch,fps_shaka,fps_shaka,49207184,1576915,50720,17003,5565,2930,5790813,Monster Hunter Wilds,https://static-cdn.jtvnw.net/jtv_user_pictures/61f568bf-884b-4126-b17c-fc525c6d3bd4-profile_image-300x300.png,JA,ja,partner,Male,2025-03-03,2025-03-09,2025,10,6
twitch,maximum,Maximum,42490770,1528129,50484,20376,4500,6001,3198015,World of Warcraft,https://static-cdn.jtvnw.net/jtv_user_pictures/c67f5670-2877-4d51-b42a-38c8cf20fe31-profile_image-300x300.png,US,en,partner,Male,2025-03-03,2025-03-09,2025,10,7
twitch,papaplatte,Papaplatte,50985620,1520600,54686,34172,2670,8551,4656564,Special Events,https://static-cdn.jtvnw.net/jtv_user_pictures/04abc1b4-7bad-4b55-8da8-c0f1cf031bda-profile_image-300x300.png,DE,de,partner,Male,2025-03-03,2025-03-09,2025,10,8
twitch,hasanabi,HasanAbi,207813352,1454313,74530,34835,2505,4236,4387034,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/0347a9aa-e396-49a5-b0f1-31261704bab8-profile_image-300x300.jpeg,US,en,partner,Male,2025-03-03,2025-03-09,2025,10,9
twitch,eliasn97,eliasn97,238813810,1338307,67100,34098,2355,2595,832633,Special Events,https://static-cdn.jtvnw.net/jtv_user_pictures/4fb94c7a-b4c0-4ed1-9782-b630a59915d5-profile_image-300x300.png,DE,de,partner,Male,2025-03-03,2025-03-09,2025,10,10
twitch,caseoh_,caseoh_,267160288,1274834,68810,50994,1500,23785,4459198,Flashing Dark,https://static-cdn.jtvnw.net/jtv_user_pictures/ef28ba12-c8ed-46d4-838b-a4c95ef5b469-profile_image-300x300.png,US,en,partner,Male,2025-03-03,2025-03-09,2025,10,11
twitch,kato_junichi0817,加藤純一うん〇ちゃん,545050196,1179298,69759,20074,3525,2466,4694132,VALORANT,https://static-cdn.jtvnw.net/jtv_user_pictures/a4977cfd-1962-41ec-9355-ab2611b97552-profile_image-300x300.png,JA,ja,partner,Male,2025-03-03,2025-03-09,2025,10,12
twitch,nasdas_off,nasdas_off,804177371,1174944,111608,58504,1205,131419,6373117,Special Events,https://static-cdn.jtvnw.net/jtv_user_pictures/34a6d4ed-d751-4425-834c-75c896a46d37-profile_image-300x300.png,FR,fr,partner,Male,2025-03-03,2025-03-09,2025,10,13
twitch,plaqueboymax,plaqueboymax,672238954,1093687,55410,31702,2070,34397,5756181,Music,https://static-cdn.jtvnw.net/jtv_user_pictures/111c56c3-ac28-423e-ac5b-9c93e10556a8-profile_image-300x300.png,US,en,partner,Male,2025-03-03,2025-03-09,2025,10,14
twitch,k4sen,k4sen,44525650,1021237,29464,19515,3140,3783,3047862,League of Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/794e906d-64d7-41ab-bb89-8fb159e4124b-profile_image-300x300.png,JA,ja,partner,Male,2025-03-03,2025-03-09,2025,10,15
twitch,bysl4m,bySL4M,38759871,1008739,36786,14763,4100,6062,4311865,Counter-Strike,https://static-cdn.jtvnw.net/jtv_user_pictures/b9df0ae8-3f6a-4515-9956-8020e7542f9c-profile_image-300x300.png,RU,ru,partner,Male,2025-03-03,2025-03-09,2025,10,16
twitch,summit1g,summit1g,26490481,990104,23122,10901,5450,165,2021001,The Isle,https://static-cdn.jtvnw.net/jtv_user_pictures/99aa4739-21d6-40af-86ae-4b4d3457fce4-profile_image-300x300.png,US,en,partner,Male,2025-03-03,2025-03-09,2025,10,17
twitch,caedrel,Caedrel,92038375,916076,54282,23795,2310,3226,2782968,League of Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/483a37ac-58fd-4e2f-8dc3-2c68a0164112-profile_image-300x300.png,UK,en,partner,Male,2025-03-03,2025-03-09,2025,10,18
twitch,jynxzi,Jynxzi,411377640,915094,47667,26084,2105,6363,4109361,Tom Clancy's Rainbow Six Siege,https://static-cdn.jtvnw.net/jtv_user_pictures/645d98a0-a2eb-48a3-b687-cfbc55243e4a-profile_image-300x300.png,US,en,partner,Male,2025-03-03,2025-03-09,2025,10,19
twitch,teamliquid,TeamLiquid,20478262,896861,24152,7152,7525,6954,3178910,World of Warcraft,https://static-cdn.jtvnw.net/jtv_user_pictures/147490b9-9b92-49d6-bacf-7a249432b272-profile_image-300x300.png,,en,partner,Organization,2025-03-03,2025-03-09,2025,10,20
twitch,timthetatman,TimTheTatman,36769016,827933,22384,14276,3480,7318,2388498,Marvel Rivals,https://static-cdn.jtvnw.net/jtv_user_pictures/7dcd89d5-6700-4b05-b9c9-c7dac61c32db-profile_image-300x300.png,US,en,partner,Male,2025-03-03,2025-03-09,2025,10,21
twitch,eslcsb,ESLCSb,35936871,790451,37767,13708,3460,9999,3736510,Counter-Strike,https://static-cdn.jtvnw.net/jtv_user_pictures/88ebc32c-7684-4cbd-a4fe-c26997ad8875-profile_image-300x300.jpeg,,en,partner,Organization,2025-03-03,2025-03-09,2025,10,22
